SessionID,UserID,DeviceType,Country,ReferralSource,session_start_time,session_end_time,session_duration_minutes,Purchased,home_flag,product_flag,cart_flag,checkout_flag,confirmation_flag,total_time_on_page_seconds,max_items_in_cart
session_420,user_2250,Desktop,France,Email,"2025-05-01 00:52:44","2025-05-01 00:55:17",2,0,1,1,0,0,0,264,3
session_421,user_2358,Desktop,France,Email,"2025-02-12 03:32:48","2025-02-12 03:32:48",0,0,1,0,0,0,0,33,0
session_422,user_2105,Mobile,Germany,Direct,"2025-07-02 01:49:52","2025-07-02 01:51:33",1,0,1,1,0,0,0,234,3
session_423,user_1659,Tablet,UK,Email,"2025-03-05 19:54:18","2025-03-05 19:56:58",2,0,1,1,0,0,0,235,1
session_424,user_2217,Tablet,UK,"Social Media","2025-08-29 16:15:24","2025-08-29 16:15:24",0,0,1,0,0,0,0,87,0
session_425,user_2547,Tablet,France,Email,"2025-08-15 07:53:16","2025-08-15 07:55:30",2,0,1,1,1,0,0,176,3
session_426,user_2416,Desktop,Germany,Direct,"2025-05-03 11:04:50","2025-05-03 11:04:50",0,0,1,0,0,0,0,167,0
session_427,user_2074,Desktop,Australia,"Social Media","2025-08-01 23:46:04","2025-08-01 23:47:52",1,0,1,1,0,0,0,194,3
session_428,user_1813,Mobile,Germany,Email,"2025-08-06 10:34:25","2025-08-06 10:36:55",2,0,1,1,1,1,0,166,2
session_429,user_1963,Tablet,USA,Direct,"2025-01-14 17:12:59","2025-01-14 17:14:53",1,0,1,1,0,0,0,268,0
session_430,user_2809,Tablet,Germany,Google,"2025-03-30 18:43:55","2025-03-30 18:52:01",8,1,1,1,1,1,1,580,3
session_431,user_1374,Mobile,USA,"Social Media","2025-01-09 09:01:10","2025-01-09 09:01:10",0,0,1,0,0,0,0,116,0
session_432,user_1939,Mobile,UK,Google,"2025-08-11 03:28:48","2025-08-11 03:29:41",0,0,1,1,0,0,0,192,0
session_433,user_2129,Desktop,USA,Email,"2025-06-16 19:38:57","2025-06-16 19:39:26",0,0,1,1,0,0,0,167,0
session_434,user_1594,Desktop,Canada,"Social Media","2025-08-27 16:33:49","2025-08-27 16:38:38",4,0,1,1,1,0,0,442,0
session_435,user_2857,Desktop,India,Direct,"2025-06-23 12:41:20","2025-06-23 12:47:40",6,1,1,1,1,1,1,512,3
session_436,user_1189,Mobile,USA,Google,"2025-07-21 05:38:04","2025-07-21 05:43:59",5,1,1,1,1,1,1,515,1
session_437,user_1556,Desktop,France,Email,"2025-02-02 00:07:12","2025-02-02 00:07:53",0,0,1,1,0,0,0,157,0
session_438,user_2726,Mobile,USA,Direct,"2025-06-13 23:35:37","2025-06-13 23:40:33",4,1,1,1,1,1,1,424,5
session_439,user_1741,Tablet,UK,Google,"2025-07-21 08:33:15","2025-07-21 08:35:52",2,0,1,1,0,0,0,295,3
session_440,user_2749,Desktop,Germany,"Social Media","2025-08-14 04:24:35","2025-08-14 04:31:06",6,0,1,1,1,1,0,535,5
session_441,user_1762,Mobile,India,Email,"2025-01-01 15:11:19","2025-01-01 15:13:15",1,0,1,1,0,0,0,178,4
session_442,user_1448,Desktop,Canada,"Social Media","2025-01-02 22:20:20","2025-01-02 22:20:56",0,0,1,1,0,0,0,90,0
session_443,user_1558,Tablet,Canada,Email,"2025-07-07 06:32:38","2025-07-07 06:34:17",1,0,1,1,0,0,0,123,0
session_444,user_2561,Desktop,USA,"Social Media","2025-01-25 02:34:04","2025-01-25 02:34:04",0,0,1,0,0,0,0,122,0
session_445,user_2485,Mobile,France,"Social Media","2025-07-30 06:14:48","2025-07-30 06:16:18",1,0,1,1,0,0,0,128,0
session_446,user_2314,Desktop,USA,Google,"2025-03-03 04:58:17","2025-03-03 05:05:14",6,1,1,1,1,1,1,564,5
session_447,user_2512,Mobile,USA,Direct,"2025-02-25 18:08:57","2025-02-25 18:11:35",2,0,1,1,0,0,0,321,1
session_448,user_2697,Tablet,France,"Social Media","2025-05-19 15:22:59","2025-05-19 15:22:59",0,0,1,0,0,0,0,118,0
session_449,user_2278,Desktop,USA,Google,"2025-06-01 12:46:33","2025-06-01 12:52:43",6,1,1,1,1,1,1,535,4
session_450,user_2982,Tablet,UK,Email,"2025-07-31 09:17:21","2025-07-31 09:22:19",4,1,1,1,1,1,1,454,3
session_451,user_1451,Mobile,India,Google,"2025-08-14 09:16:48","2025-08-14 09:23:17",6,1,1,1,1,1,1,423,3
session_452,user_2295,Tablet,France,"Social Media","2025-02-09 08:24:42","2025-02-09 08:29:36",4,1,1,1,1,1,1,381,2
session_453,user_2004,Tablet,France,Email,"2025-07-31 11:48:14","2025-07-31 11:49:06",0,0,1,1,0,0,0,73,1
session_454,user_1298,Mobile,Canada,Email,"2025-07-29 06:53:27","2025-07-29 06:53:48",0,0,1,1,0,0,0,99,0
session_455,user_2743,Mobile,Germany,"Social Media","2025-07-28 15:30:04","2025-07-28 15:30:04",0,0,1,0,0,0,0,56,0
session_456,user_2299,Mobile,Germany,Google,"2025-04-15 09:40:21","2025-04-15 09:41:15",0,0,1,1,0,0,0,85,1
session_457,user_2410,Desktop,Australia,"Social Media","2025-06-10 15:44:40","2025-06-10 15:51:08",6,1,1,1,1,1,1,546,2
session_458,user_1729,Desktop,Germany,Direct,"2025-03-07 14:40:24","2025-03-07 14:41:03",0,0,1,1,0,0,0,129,0
session_459,user_2133,Desktop,Australia,"Social Media","2025-01-29 10:38:41","2025-01-29 10:38:41",0,0,1,0,0,0,0,111,0
session_460,user_2020,Mobile,France,Email,"2025-05-22 08:34:04","2025-05-22 08:34:04",0,0,1,0,0,0,0,152,0
session_461,user_1927,Mobile,UK,Google,"2025-07-07 19:30:10","2025-07-07 19:31:50",1,0,1,1,0,0,0,121,1
session_462,user_1123,Desktop,India,Google,"2025-04-02 14:21:55","2025-04-02 14:24:12",2,0,1,1,0,0,0,271,0
session_463,user_1227,Tablet,India,Direct,"2025-01-10 14:02:53","2025-01-10 14:08:20",5,1,1,1,1,1,1,437,5
session_464,user_1141,Desktop,Australia,"Social Media","2025-06-29 11:53:18","2025-06-29 11:53:18",0,0,1,0,0,0,0,67,0
session_465,user_2302,Tablet,Australia,Direct,"2025-04-04 19:37:07","2025-04-04 19:37:07",0,0,1,0,0,0,0,44,0
session_466,user_1396,Desktop,France,Direct,"2025-01-27 20:23:46","2025-01-27 20:25:57",2,0,1,1,0,0,0,285,0
session_467,user_1589,Desktop,France,"Social Media","2025-01-20 04:10:17","2025-01-20 04:13:02",2,0,1,1,0,0,0,240,3
session_468,user_1022,Tablet,USA,Email,"2025-06-24 13:01:10","2025-06-24 13:01:10",0,0,1,0,0,0,0,150,0
session_469,user_1433,Tablet,UK,Email,"2025-02-23 23:37:27","2025-02-23 23:38:34",1,0,1,1,0,0,0,218,2
session_470,user_2343,Desktop,Germany,Direct,"2025-04-02 17:30:48","2025-04-02 17:34:37",3,1,1,1,1,1,1,309,2
session_471,user_2880,Desktop,USA,Google,"2025-03-16 16:21:32","2025-03-16 16:24:29",2,0,1,1,0,0,0,353,5
session_472,user_1355,Tablet,Canada,"Social Media","2025-05-01 07:04:36","2025-05-01 07:10:39",6,1,1,1,1,1,1,489,5
session_473,user_1362,Tablet,India,Direct,"2025-04-05 05:38:29","2025-04-05 05:41:35",3,0,1,1,1,0,0,338,4
session_474,user_1345,Tablet,Australia,Direct,"2025-06-07 16:54:02","2025-06-07 16:54:51",0,0,1,1,1,0,0,222,0
session_475,user_1818,Mobile,UK,Google,"2025-06-27 11:47:15","2025-06-27 11:48:59",1,0,1,1,0,0,0,193,4
session_476,user_2291,Tablet,India,"Social Media","2025-06-27 03:50:49","2025-06-27 03:50:49",0,0,1,0,0,0,0,159,0
session_477,user_2278,Tablet,Australia,Direct,"2025-06-24 10:47:45","2025-06-24 10:51:39",3,0,1,1,1,0,0,351,1
session_478,user_1611,Desktop,Australia,"Social Media","2025-01-23 19:12:35","2025-01-23 19:15:22",2,0,1,1,0,0,0,337,5
session_479,user_1737,Desktop,UK,Direct,"2025-08-12 03:30:00","2025-08-12 03:32:06",2,0,1,1,0,0,0,192,1
session_480,user_1589,Desktop,Australia,Email,"2025-07-16 18:50:41","2025-07-16 18:53:01",2,0,1,1,0,0,0,267,1
session_481,user_1622,Desktop,France,Google,"2025-02-25 08:37:39","2025-02-25 08:37:39",0,0,1,0,0,0,0,74,0
session_482,user_1819,Desktop,UK,"Social Media","2025-08-11 22:33:17","2025-08-11 22:36:56",3,0,1,1,1,1,0,258,1
session_483,user_1052,Tablet,UK,Google,"2025-01-29 19:15:58","2025-01-29 19:15:58",0,0,1,0,0,0,0,115,0
session_484,user_1922,Mobile,Germany,Google,"2025-07-10 15:11:30","2025-07-10 15:20:16",8,1,1,1,1,1,1,649,2
session_485,user_1933,Mobile,UK,Direct,"2025-01-19 09:57:00","2025-01-19 09:57:00",0,0,1,0,0,0,0,152,0
session_486,user_2817,Desktop,UK,Direct,"2025-01-14 15:20:10","2025-01-14 15:22:06",1,0,1,1,0,0,0,281,0
session_487,user_1139,Tablet,Australia,Direct,"2025-04-11 04:22:55","2025-04-11 04:22:55",0,0,1,0,0,0,0,174,0
session_488,user_2165,Desktop,Germany,"Social Media","2025-01-12 01:02:04","2025-01-12 01:06:49",4,1,1,1,1,1,1,423,1
session_489,user_2040,Tablet,USA,Direct,"2025-07-09 08:29:12","2025-07-09 08:31:24",2,0,1,1,0,0,0,217,4
session_490,user_2020,Mobile,Canada,Direct,"2025-05-28 13:29:31","2025-05-28 13:32:26",2,0,1,1,1,0,0,312,3
session_491,user_2812,Mobile,Canada,Email,"2025-01-19 16:14:55","2025-01-19 16:16:04",1,0,1,1,0,0,0,100,4
session_492,user_1914,Mobile,USA,Google,"2025-04-21 09:10:28","2025-04-21 09:12:15",1,0,1,1,0,0,0,225,0
session_493,user_2697,Tablet,UK,Email,"2025-07-24 23:47:37","2025-07-24 23:50:22",2,0,1,1,0,0,0,223,0
session_494,user_2188,Desktop,Canada,Google,"2025-08-03 13:49:07","2025-08-03 13:51:48",2,0,1,1,0,0,0,184,0
session_495,user_1555,Desktop,UK,Google,"2025-03-25 15:39:19","2025-03-25 15:40:09",0,0,1,1,0,0,0,230,2
session_496,user_2939,Tablet,Australia,"Social Media","2025-03-08 23:23:20","2025-03-08 23:24:02",0,0,1,1,0,0,0,75,0
session_497,user_1646,Tablet,France,Email,"2025-03-16 10:10:52","2025-03-16 10:10:52",0,0,1,0,0,0,0,155,0
session_498,user_2825,Tablet,Australia,Google,"2025-02-03 13:00:56","2025-02-03 13:01:11",0,0,1,1,0,0,0,192,0
session_499,user_2282,Tablet,France,Google,"2025-03-27 11:15:06","2025-03-27 11:17:34",2,0,1,1,0,0,0,183,1
session_500,user_1644,Desktop,India,Email,"2025-05-02 15:05:06","2025-05-02 15:05:06",0,0,1,0,0,0,0,30,0
session_501,user_2327,Desktop,Australia,Google,"2025-03-12 11:45:11","2025-03-12 11:48:03",2,0,1,1,0,0,0,294,1
session_502,user_1692,Desktop,Germany,"Social Media","2025-04-05 01:30:35","2025-04-05 01:31:16",0,0,1,1,0,0,0,157,3
session_503,user_1362,Desktop,Australia,Email,"2025-02-26 23:13:33","2025-02-26 23:15:37",2,0,1,1,0,0,0,251,5
session_504,user_2831,Tablet,USA,Google,"2025-08-06 02:02:42","2025-08-06 02:04:07",1,0,1,1,0,0,0,108,3
session_505,user_2471,Tablet,Canada,"Social Media","2025-04-05 17:18:38","2025-04-05 17:19:02",0,0,1,1,0,0,0,95,5
session_506,user_1222,Desktop,Germany,"Social Media","2025-03-13 19:53:13","2025-03-13 19:53:13",0,0,1,0,0,0,0,73,0
session_507,user_2426,Desktop,UK,Direct,"2025-03-11 10:22:08","2025-03-11 10:22:55",0,0,1,1,0,0,0,183,0
session_508,user_1363,Mobile,Germany,Google,"2025-03-14 17:47:04","2025-03-14 17:55:12",8,1,1,1,1,1,1,667,2
session_509,user_1424,Tablet,Canada,Email,"2025-02-01 15:17:58","2025-02-01 15:17:58",0,0,1,0,0,0,0,82,0
session_510,user_2442,Desktop,Australia,Direct,"2025-05-24 06:11:55","2025-05-24 06:12:44",0,0,1,1,0,0,0,113,1
session_511,user_1721,Desktop,Canada,Email,"2025-07-28 15:33:21","2025-07-28 15:33:37",0,0,1,1,0,0,0,70,0
session_512,user_2522,Tablet,France,Direct,"2025-08-24 04:09:00","2025-08-24 04:09:32",0,0,1,1,0,0,0,146,0
session_513,user_1422,Mobile,Australia,Direct,"2025-03-10 19:47:10","2025-03-10 19:49:39",2,0,1,1,0,0,0,250,4
session_514,user_2866,Mobile,Canada,Google,"2025-01-07 23:33:35","2025-01-07 23:33:35",0,0,1,0,0,0,0,85,0
session_515,user_2231,Desktop,UK,"Social Media","2025-04-21 18:34:14","2025-04-21 18:35:59",1,0,1,1,0,0,0,259,0
session_516,user_1436,Desktop,France,"Social Media","2025-05-16 23:44:20","2025-05-16 23:46:45",2,0,1,1,0,0,0,249,0
session_517,user_2202,Desktop,Australia,Email,"2025-06-13 03:46:38","2025-06-13 03:46:38",0,0,1,0,0,0,0,16,0
session_518,user_2394,Desktop,Canada,"Social Media","2025-06-09 13:56:03","2025-06-09 13:57:06",1,0,1,1,0,0,0,213,0
session_519,user_1161,Desktop,Germany,Google,"2025-03-07 07:52:58","2025-03-07 07:58:19",5,1,1,1,1,1,1,448,1
session_520,user_1469,Tablet,India,Direct,"2025-07-30 09:18:20","2025-07-30 09:18:20",0,0,1,0,0,0,0,41,0
session_521,user_1815,Desktop,Germany,Email,"2025-01-14 04:27:11","2025-01-14 04:30:14",3,0,1,1,1,0,0,336,0
session_522,user_2538,Tablet,Canada,Email,"2025-01-25 20:47:05","2025-01-25 20:47:05",0,0,1,0,0,0,0,96,0
session_523,user_2326,Tablet,France,"Social Media","2025-06-13 06:36:51","2025-06-13 06:37:54",1,0,1,1,0,0,0,138,0
session_524,user_1135,Tablet,India,Email,"2025-05-28 15:04:06","2025-05-28 15:04:54",0,0,1,1,0,0,0,150,5
session_525,user_2958,Mobile,Canada,Email,"2025-07-01 18:00:23","2025-07-01 18:02:00",1,0,1,1,0,0,0,227,0
session_526,user_2235,Tablet,USA,Google,"2025-06-14 15:42:15","2025-06-14 15:42:54",0,0,1,1,0,0,0,166,4
session_527,user_1864,Tablet,UK,Google,"2025-01-01 12:51:56","2025-01-01 12:53:10",1,0,1,1,0,0,0,149,4
session_528,user_2100,Desktop,Germany,"Social Media","2025-07-24 09:39:44","2025-07-24 09:42:19",2,0,1,1,0,0,0,185,0
session_529,user_1480,Tablet,India,Direct,"2025-01-05 04:09:50","2025-01-05 04:09:50",0,0,1,0,0,0,0,85,0
session_530,user_2415,Mobile,Canada,Google,"2025-08-09 21:35:17","2025-08-09 21:43:04",7,1,1,1,1,1,1,609,1
session_531,user_1796,Desktop,USA,Google,"2025-02-17 21:19:11","2025-02-17 21:21:23",2,0,1,1,0,0,0,296,2
session_532,user_2026,Tablet,UK,Email,"2025-04-26 11:56:50","2025-04-26 11:56:50",0,0,1,0,0,0,0,68,0
session_533,user_2736,Mobile,Canada,Google,"2025-03-28 22:23:06","2025-03-28 22:24:06",1,0,1,1,0,0,0,116,4
session_534,user_2801,Desktop,USA,Direct,"2025-01-07 12:35:31","2025-01-07 12:40:52",5,0,1,1,1,0,0,368,1
session_535,user_2198,Mobile,USA,"Social Media","2025-02-04 11:13:56","2025-02-04 11:22:40",8,1,1,1,1,1,1,609,2
session_536,user_1651,Desktop,India,Google,"2025-03-12 13:16:12","2025-03-12 13:16:12",0,0,1,0,0,0,0,173,0
session_537,user_2948,Desktop,Canada,Google,"2025-08-19 14:00:52","2025-08-19 14:02:48",1,0,1,1,0,0,0,237,1
session_538,user_1113,Desktop,UK,"Social Media","2025-04-05 13:04:10","2025-04-05 13:04:10",0,0,1,0,0,0,0,63,0
session_539,user_2246,Desktop,India,Google,"2025-06-21 11:29:46","2025-06-21 11:32:24",2,0,1,1,0,0,0,279,0
session_540,user_2340,Tablet,Australia,Direct,"2025-07-13 23:14:07","2025-07-13 23:16:05",1,0,1,1,0,0,0,236,3
session_541,user_1661,Desktop,Germany,Google,"2025-07-29 04:15:25","2025-07-29 04:16:08",0,0,1,1,0,0,0,176,4
session_542,user_1561,Tablet,UK,"Social Media","2025-02-15 11:50:36","2025-02-15 11:51:43",1,0,1,1,0,0,0,87,0
session_543,user_1672,Tablet,India,"Social Media","2025-05-16 02:43:58","2025-05-16 02:49:28",5,1,1,1,1,1,1,446,5
session_544,user_1353,Tablet,France,Direct,"2025-07-01 12:49:06","2025-07-01 12:49:06",0,0,1,0,0,0,0,137,0
session_545,user_1573,Mobile,Australia,Google,"2025-01-24 13:48:49","2025-01-24 13:51:19",2,0,1,1,0,0,0,281,0
session_546,user_1859,Mobile,Germany,Email,"2025-05-14 03:03:56","2025-05-14 03:06:06",2,0,1,1,0,0,0,279,2
session_547,user_2786,Tablet,Australia,Direct,"2025-02-12 17:24:20","2025-02-12 17:25:06",0,0,1,1,0,0,0,216,3
session_548,user_2581,Mobile,Canada,"Social Media","2025-05-05 04:49:05","2025-05-05 04:56:30",7,1,1,1,1,1,1,607,5
session_549,user_1733,Desktop,Canada,Direct,"2025-08-13 21:59:36","2025-08-13 22:02:14",2,0,1,1,0,0,0,277,3
session_550,user_1960,Tablet,India,"Social Media","2025-03-25 17:40:23","2025-03-25 17:44:04",3,0,1,1,1,0,0,347,1
session_551,user_1364,Tablet,France,Email,"2025-01-23 13:38:32","2025-01-23 13:41:12",2,0,1,1,0,0,0,228,2
session_552,user_2374,Tablet,Canada,Google,"2025-05-04 01:13:33","2025-05-04 01:16:04",2,0,1,1,1,0,0,314,3
session_553,user_2324,Tablet,Canada,Direct,"2025-06-30 18:52:54","2025-06-30 18:52:54",0,0,1,0,0,0,0,137,0
session_554,user_2220,Desktop,UK,Google,"2025-08-22 02:26:53","2025-08-22 02:32:10",5,1,1,1,1,1,1,354,5
session_555,user_2298,Tablet,UK,Direct,"2025-08-18 11:58:38","2025-08-18 12:01:27",2,0,1,1,0,0,0,313,2
session_556,user_2821,Mobile,USA,"Social Media","2025-05-26 03:35:38","2025-05-26 03:39:22",3,1,1,1,1,1,1,326,5
session_557,user_1558,Mobile,Australia,Email,"2025-03-10 12:46:38","2025-03-10 12:48:29",1,0,1,1,0,0,0,212,0
session_558,user_1682,Mobile,France,"Social Media","2025-01-02 14:49:53","2025-01-02 14:52:31",2,0,1,1,0,0,0,211,2
session_559,user_1708,Mobile,UK,"Social Media","2025-03-18 23:26:16","2025-03-18 23:31:18",5,1,1,1,1,1,1,450,3
session_560,user_2693,Desktop,UK,Email,"2025-08-17 11:08:26","2025-08-17 11:08:26",0,0,1,0,0,0,0,72,0
session_561,user_1700,Mobile,Canada,Email,"2025-05-24 21:06:19","2025-05-24 21:07:03",0,0,1,1,0,0,0,201,0
session_562,user_2952,Mobile,France,Email,"2025-03-11 21:45:48","2025-03-11 21:48:14",2,0,1,1,1,0,0,288,4
session_563,user_1310,Desktop,USA,Email,"2025-05-03 02:39:49","2025-05-03 02:42:25",2,0,1,1,0,0,0,247,0
session_564,user_1600,Tablet,USA,Direct,"2025-02-09 16:23:23","2025-02-09 16:23:23",0,0,1,0,0,0,0,161,0
session_565,user_1338,Desktop,Canada,"Social Media","2025-08-08 12:32:06","2025-08-08 12:32:06",0,0,1,0,0,0,0,90,0
session_566,user_1366,Mobile,UK,Google,"2025-06-02 12:57:16","2025-06-02 13:04:22",7,1,1,1,1,1,1,534,2
session_567,user_1454,Tablet,Australia,Direct,"2025-08-19 00:30:56","2025-08-19 00:30:56",0,0,1,0,0,0,0,98,0
session_568,user_2041,Tablet,Germany,Direct,"2025-03-19 05:41:02","2025-03-19 05:41:02",0,0,1,0,0,0,0,169,0
session_569,user_1993,Desktop,Canada,"Social Media","2025-05-25 18:52:02","2025-05-25 18:54:45",2,0,1,1,0,0,0,310,0
session_570,user_1929,Desktop,France,Google,"2025-08-10 06:20:35","2025-08-10 06:21:21",0,0,1,1,0,0,0,154,3
session_571,user_2278,Mobile,UK,Email,"2025-05-29 22:19:36","2025-05-29 22:20:57",1,0,1,1,0,0,0,204,4
session_572,user_2410,Tablet,India,Email,"2025-02-01 14:42:02","2025-02-01 14:50:59",8,1,1,1,1,1,1,577,1
session_573,user_2819,Tablet,Germany,Email,"2025-08-08 06:26:57","2025-08-08 06:27:43",0,0,1,1,0,0,0,193,3
session_574,user_1674,Mobile,Germany,Google,"2025-02-06 15:54:50","2025-02-06 15:56:53",2,0,1,1,0,0,0,159,4
session_575,user_2735,Tablet,UK,Direct,"2025-06-23 18:13:45","2025-06-23 18:15:07",1,0,1,1,0,0,0,206,5
session_576,user_2096,Tablet,Australia,Email,"2025-03-01 22:54:44","2025-03-01 22:56:52",2,0,1,1,0,0,0,209,0
session_577,user_1519,Tablet,India,Google,"2025-02-27 16:01:15","2025-02-27 16:08:50",7,1,1,1,1,1,1,524,3
session_578,user_2418,Mobile,USA,"Social Media","2025-01-27 05:59:41","2025-01-27 06:01:34",1,0,1,1,0,0,0,274,2
session_579,user_1719,Tablet,Canada,"Social Media","2025-01-02 01:03:42","2025-01-02 01:04:29",0,0,1,1,1,0,0,154,1
session_580,user_1227,Tablet,Australia,Email,"2025-05-05 19:12:12","2025-05-05 19:15:44",3,0,1,1,1,1,0,231,1
session_581,user_2216,Tablet,Germany,Email,"2025-05-07 22:51:01","2025-05-07 22:52:03",1,0,1,1,0,0,0,105,0
session_582,user_2163,Desktop,USA,Direct,"2025-07-26 01:45:54","2025-07-26 01:45:54",0,0,1,0,0,0,0,79,0
session_583,user_1560,Mobile,UK,"Social Media","2025-06-21 15:28:06","2025-06-21 15:30:52",2,0,1,1,0,0,0,184,2
session_584,user_1557,Tablet,India,"Social Media","2025-02-09 06:15:41","2025-02-09 06:15:41",0,0,1,0,0,0,0,122,0
session_585,user_1401,Tablet,Germany,Direct,"2025-07-10 20:12:40","2025-07-10 20:12:40",0,0,1,0,0,0,0,126,0
session_586,user_2653,Tablet,Australia,Email,"2025-03-29 18:34:32","2025-03-29 18:40:09",5,1,1,1,1,1,1,459,2
session_587,user_2136,Tablet,India,Google,"2025-05-19 19:42:54","2025-05-19 19:44:06",1,0,1,1,0,0,0,190,0
session_588,user_1234,Tablet,France,Email,"2025-07-01 18:15:57","2025-07-01 18:17:13",1,0,1,1,0,0,0,141,5
session_589,user_1019,Desktop,Canada,Email,"2025-05-12 07:13:34","2025-05-12 07:15:01",1,0,1,1,0,0,0,148,0
session_590,user_2085,Mobile,France,Email,"2025-06-19 15:59:24","2025-06-19 16:00:07",0,0,1,1,0,0,0,122,0
session_591,user_2583,Desktop,France,"Social Media","2025-06-08 15:17:46","2025-06-08 15:17:46",0,0,1,0,0,0,0,142,0
session_592,user_2695,Tablet,UK,Direct,"2025-06-13 13:59:58","2025-06-13 13:59:58",0,0,1,0,0,0,0,147,0
session_593,user_1118,Desktop,India,Email,"2025-04-03 04:40:29","2025-04-03 04:43:32",3,0,1,1,1,0,0,324,0
session_594,user_1080,Desktop,Canada,"Social Media","2025-02-04 04:58:04","2025-02-04 04:59:02",0,0,1,1,0,0,0,102,5
session_595,user_1419,Tablet,India,Direct,"2025-06-10 10:28:59","2025-06-10 10:30:35",1,0,1,1,0,0,0,199,2
session_596,user_1373,Mobile,Germany,Email,"2025-04-16 01:00:00","2025-04-16 01:05:44",5,1,1,1,1,1,1,501,1
session_597,user_1131,Tablet,Germany,Email,"2025-06-07 18:32:22","2025-06-07 18:33:22",1,0,1,1,0,0,0,148,3
session_598,user_2986,Tablet,Canada,Direct,"2025-02-15 03:52:02","2025-02-15 03:52:20",0,0,1,1,0,0,0,153,5
session_599,user_2146,Tablet,Australia,Google,"2025-04-07 02:12:10","2025-04-07 02:19:28",7,1,1,1,1,1,1,589,4
session_600,user_1161,Mobile,UK,Google,"2025-05-22 19:18:26","2025-05-22 19:18:26",0,0,1,0,0,0,0,29,0
session_601,user_1137,Desktop,Germany,Google,"2025-01-30 01:15:09","2025-01-30 01:19:34",4,0,1,1,1,0,0,347,5
session_602,user_2892,Desktop,Australia,Google,"2025-03-14 10:58:39","2025-03-14 10:58:39",0,0,1,0,0,0,0,116,0
session_603,user_2205,Tablet,Australia,Direct,"2025-07-25 12:29:57","2025-07-25 12:32:09",2,0,1,1,0,0,0,281,2
session_604,user_2539,Tablet,Australia,Direct,"2025-02-09 09:48:39","2025-02-09 09:51:16",2,0,1,1,1,0,0,291,4
session_605,user_1624,Mobile,Germany,Direct,"2025-08-08 07:38:53","2025-08-08 07:45:11",6,1,1,1,1,1,1,437,3
session_606,user_2408,Tablet,Germany,"Social Media","2025-03-23 03:29:28","2025-03-23 03:29:28",0,0,1,0,0,0,0,155,0
session_607,user_2666,Desktop,USA,Google,"2025-07-29 03:34:37","2025-07-29 03:34:58",0,0,1,1,0,0,0,119,5
session_608,user_2943,Tablet,Australia,Email,"2025-07-09 01:59:56","2025-07-09 02:06:52",6,1,1,1,1,1,1,559,5
session_609,user_2303,Mobile,USA,Email,"2025-01-19 02:04:14","2025-01-19 02:13:12",8,1,1,1,1,1,1,694,4
session_610,user_2353,Mobile,Australia,Email,"2025-01-11 21:16:39","2025-01-11 21:16:39",0,0,1,0,0,0,0,122,0
session_611,user_1432,Tablet,France,"Social Media","2025-02-07 03:31:03","2025-02-07 03:34:12",3,0,1,1,1,1,0,290,4
session_612,user_2985,Desktop,Canada,"Social Media","2025-07-11 23:38:38","2025-07-11 23:43:51",5,1,1,1,1,1,1,377,4
session_613,user_2071,Tablet,UK,"Social Media","2025-07-26 13:33:54","2025-07-26 13:35:53",1,0,1,1,0,0,0,290,2
session_614,user_1157,Tablet,France,Email,"2025-04-04 18:42:44","2025-04-04 18:45:44",3,0,1,1,0,0,0,255,0
session_615,user_2314,Desktop,Germany,"Social Media","2025-03-13 22:22:07","2025-03-13 22:24:55",2,0,1,1,0,0,0,283,3
session_616,user_1395,Tablet,UK,Direct,"2025-05-03 07:20:20","2025-05-03 07:20:20",0,0,1,0,0,0,0,122,0
session_617,user_1304,Tablet,India,"Social Media","2025-01-08 04:52:39","2025-01-08 05:00:18",7,1,1,1,1,1,1,621,2
session_618,user_2319,Tablet,India,Google,"2025-02-10 07:44:23","2025-02-10 07:45:06",0,0,1,1,0,0,0,217,0
session_619,user_2691,Desktop,France,Email,"2025-04-07 13:30:14","2025-04-07 13:36:38",6,0,1,1,1,1,0,503,2
session_620,user_2388,Tablet,Canada,Email,"2025-01-25 15:45:22","2025-01-25 15:46:09",0,0,1,1,0,0,0,222,0
session_621,user_1778,Desktop,Germany,"Social Media","2025-08-13 23:05:03","2025-08-13 23:12:13",7,1,1,1,1,1,1,452,5
session_622,user_2543,Mobile,Australia,"Social Media","2025-02-12 13:27:47","2025-02-12 13:27:47",0,0,1,0,0,0,0,25,0
session_623,user_1067,Desktop,Australia,Direct,"2025-08-20 07:45:54","2025-08-20 07:45:54",0,0,1,0,0,0,0,121,0
session_624,user_1082,Mobile,UK,Direct,"2025-05-08 16:30:36","2025-05-08 16:34:08",3,0,1,1,1,0,0,333,1
session_625,user_2245,Mobile,USA,Email,"2025-01-24 06:06:09","2025-01-24 06:07:34",1,0,1,1,0,0,0,215,3
session_626,user_1848,Tablet,France,"Social Media","2025-03-22 12:07:56","2025-03-22 12:07:56",0,0,1,0,0,0,0,152,0
session_627,user_2328,Tablet,UK,"Social Media","2025-03-23 14:55:37","2025-03-23 14:59:04",3,0,1,1,1,1,0,277,4
session_628,user_1420,Mobile,USA,Google,"2025-07-13 21:51:03","2025-07-13 21:53:25",2,0,1,1,0,0,0,304,0
session_629,user_1297,Desktop,Germany,Email,"2025-03-15 03:29:41","2025-03-15 03:30:39",0,0,1,1,0,0,0,212,0
